timestamp,solar_kw,wind_kw,demand_kw,battery_percent,temperature_c,fuel_liters,weather,scenario
2025-01-08 12:00:00,20.3,0.0,45.0,15.0,1.0,4738.0,Cloudy,storm
2025-01-08 13:00:00,13.4,0.0,45.0,15.0,-1.0,4727.3,Snow,storm
2025-01-08 14:00:00,29.1,20.7,51.2,15.0,-2.0,4726.8,Clear,storm
2025-01-08 15:00:00,24.0,17.5,45.0,15.0,1.7,4725.5,Cloudy,storm
2025-01-08 16:00:00,28.4,4.0,45.0,15.0,0.6,4720.9,Clear,storm
2025-01-08 17:00:00,11.5,68.5,45.0,27.9,3.4,4720.9,Snow,normal
2025-01-08 18:00:00,10.9,0.0,45.0,15.0,0.6,4720.2,Snow,storm
2025-01-08 19:00:00,8.4,32.4,45.0,15.0,-2.3,4718.7,Snow,storm
2025-01-08 20:00:00,11.6,2.1,45.0,15.0,-2.6,4708.1,Cloudy,storm
2025-01-08 21:00:00,8.7,3.0,45.0,15.0,4.0,4696.9,Cloudy,storm
2025-01-08 22:00:00,7.7,0.0,45.0,15.0,4.0,4684.6,Clear,storm
2025-01-08 23:00:00,2.0,70.3,45.0,25.0,-0.4,4684.6,Snow,normal
2025-01-09 00:00:00,0.0,15.5,45.0,15.0,-1.2,4683.0,Clear,storm
2025-01-09 01:00:00,1.9,29.0,45.0,15.0,2.5,4677.9,Snow,storm
2025-01-09 02:00:00,7.5,0.0,45.0,15.0,-3.5,4665.5,Clear,storm
2025-01-09 03:00:00,8.1,10.7,45.0,15.0,-3.4,4656.5,Cloudy,storm
2025-01-09 04:00:00,13.2,2.1,45.0,15.0,-0.4,4646.4,Cloudy,storm
2025-01-09 05:00:00,15.7,18.1,45.0,15.0,-3.0,4642.4,Cloudy,storm
2025-01-09 06:00:00,12.5,9.2,45.0,15.0,-2.4,4634.3,Snow,storm
2025-01-09 07:00:00,29.4,120.0,45.0,53.4,-2.9,4634.3,Storm,peak_solar
2025-01-09 08:00:00,24.7,120.0,45.0,90.1,-1.8,4634.3,Clear,peak_solar
2025-01-09 09:00:00,29.7,1.2,45.0,84.5,0.6,4634.3,Clear,normal
2025-01-09 10:00:00,33.3,20.6,45.0,87.8,-2.2,4634.3,Clear,peak_solar
2025-01-09 11:00:00,21.7,0.8,48.5,77.3,-0.7,4634.3,Cloudy,normal
2025-01-09 12:00:00,28.4,64.2,46.3,94.4,-6.3,4634.3,Clear,peak_solar
2025-01-09 13:00:00,35.8,2.5,45.8,91.4,-1.6,4634.3,Clear,normal
2025-01-09 14:00:00,30.6,0.3,45.0,85.7,-2.9,4634.3,Clear,normal
2025-01-09 15:00:00,22.5,10.2,45.5,80.6,-3.4,4634.3,Cloudy,normal
2025-01-09 16:00:00,30.0,113.3,45.0,95.0,-2.2,4634.3,Clear,peak_solar
2025-01-09 17:00:00,15.6,77.2,48.6,95.0,-0.7,4634.3,Cloudy,normal
2025-01-09 18:00:00,7.0,0.5,45.0,80.0,2.3,4634.3,Snow,normal
2025-01-09 19:00:00,20.7,120.0,45.0,95.0,-2.5,4634.3,Storm,normal
2025-01-09 20:00:00,15.6,0.0,45.0,83.2,0.5,4634.3,Clear,normal
2025-01-09 21:00:00,10.9,0.1,45.0,69.6,-0.7,4634.3,Clear,normal
2025-01-09 22:00:00,8.0,57.6,45.0,77.2,-0.5,4634.3,Clear,normal
2025-01-09 23:00:00,4.4,0.0,45.0,61.0,2.2,4634.3,Clear,normal
2025-01-10 00:00:00,0.0,4.6,45.0,44.8,0.9,4634.3,Clear,normal
2025-01-10 01:00:00,4.2,1.2,45.0,29.0,2.3,4634.3,Clear,normal
2025-01-10 02:00:00,3.8,120.0,45.0,58.0,-1.4,4634.3,Storm,normal
2025-01-10 03:00:00,9.3,0.0,45.0,43.7,-3.0,4634.3,Cloudy,normal
2025-01-10 04:00:00,8.8,0.0,45.0,29.2,-2.3,4634.3,Snow,normal
2025-01-10 05:00:00,14.6,120.0,45.0,62.2,-1.6,4634.3,Storm,normal
2025-01-10 06:00:00,19.2,1.2,45.0,52.4,-2.0,4634.3,Cloudy,normal
2025-01-10 07:00:00,20.8,103.4,45.0,81.5,-4.9,4634.3,Cloudy,normal
2025-01-10 08:00:00,22.5,0.5,45.0,72.7,-2.3,4634.3,Cloudy,normal
2025-01-10 09:00:00,22.1,0.1,45.0,63.6,-2.0,4634.3,Cloudy,normal
2025-01-10 10:00:00,18.8,115.9,45.0,95.0,3.2,4634.3,Cloudy,normal
2025-01-10 11:00:00,25.0,120.0,45.7,95.0,2.0,4634.3,Storm,peak_solar
2025-01-10 12:00:00,27.9,120.0,45.0,95.0,-3.7,4634.3,Clear,peak_solar
2025-01-10 13:00:00,22.8,0.3,45.0,86.2,-2.1,4634.3,Cloudy,normal
2025-01-10 14:00:00,18.1,3.9,49.6,75.2,-4.3,4634.3,Cloudy,normal
2025-01-10 15:00:00,12.6,0.0,47.7,61.2,-2.0,4634.3,Snow,normal
2025-01-10 16:00:00,21.8,0.0,45.0,51.9,0.4,4634.3,Cloudy,normal
2025-01-10 17:00:00,14.9,0.0,45.0,39.9,2.7,4634.3,Cloudy,normal
2025-01-10 18:00:00,16.6,0.6,48.1,27.5,-1.3,4634.3,Cloudy,normal
2025-01-10 19:00:00,20.8,7.0,45.0,20.6,-1.0,4634.3,Clear,normal
2025-01-10 20:00:00,13.1,4.6,50.3,15.0,-4.3,4627.7,Cloudy,storm
2025-01-10 21:00:00,6.6,39.3,45.0,15.4,0.0,4627.7,Snow,normal
2025-01-10 22:00:00,8.5,8.3,45.0,15.0,-2.1,4618.3,Clear,storm
2025-01-10 23:00:00,2.6,30.4,45.0,15.0,-1.1,4613.9,Cloudy,storm
2025-01-11 00:00:00,0.0,45.4,45.0,15.1,-2.2,4613.9,Cloudy,normal
2025-01-11 01:00:00,2.0,0.4,45.0,15.0,-0.8,4600.3,Snow,storm
2025-01-11 02:00:00,8.4,2.3,45.0,15.0,-4.9,4588.8,Clear,storm
2025-01-11 03:00:00,11.7,0.0,45.0,15.0,-4.6,4577.7,Storm,storm
2025-01-11 04:00:00,9.9,0.2,45.0,15.0,2.9,4566.0,Cloudy,storm
2025-01-11 05:00:00,11.2,35.3,45.0,15.6,-4.9,4566.0,Snow,normal
2025-01-11 06:00:00,11.6,0.0,45.0,15.0,-4.7,4555.3,Snow,storm
2025-01-11 07:00:00,10.8,48.8,45.0,20.4,1.6,4555.3,Snow,normal
2025-01-11 08:00:00,16.2,0.0,45.0,15.0,3.9,4549.8,Cloudy,storm
2025-01-11 09:00:00,12.4,5.2,55.0,15.0,-5.1,4537.5,Snow,storm
2025-01-11 10:00:00,30.6,0.0,45.0,15.0,-3.1,4532.3,Clear,storm
2025-01-11 11:00:00,12.8,3.5,45.0,15.0,-1.3,4522.5,Snow,storm
2025-01-11 12:00:00,24.1,3.8,45.0,15.0,2.0,4516.4,Cloudy,storm
2025-01-11 13:00:00,22.3,1.9,45.0,15.0,-3.6,4509.2,Cloudy,storm
2025-01-11 14:00:00,28.3,18.6,46.4,15.2,-1.6,4509.2,Clear,peak_solar
2025-01-11 15:00:00,14.5,94.4,45.0,38.7,1.1,4509.2,Snow,normal
2025-01-11 16:00:00,28.4,0.0,45.0,32.0,0.7,4509.2,Clear,normal
2025-01-11 17:00:00,16.2,2.2,45.0,21.4,-0.8,4509.2,Cloudy,normal
2025-01-11 18:00:00,23.1,0.0,45.0,15.0,0.0,4506.9,Clear,storm
2025-01-11 19:00:00,17.5,0.0,45.0,15.0,-2.6,4497.5,Clear,storm
2025-01-11 20:00:00,12.4,7.9,45.0,15.0,-0.1,4489.0,Cloudy,storm
2025-01-11 21:00:00,5.9,0.0,45.0,15.0,-0.2,4476.2,Snow,storm
2025-01-11 22:00:00,5.2,4.4,45.0,15.0,0.8,4464.4,Cloudy,storm
2025-01-11 23:00:00,4.8,9.1,45.0,15.0,-1.2,4453.9,Clear,storm
2025-01-12 00:00:00,0.0,0.0,45.0,15.0,0.8,4439.5,Snow,storm
2025-01-12 01:00:00,2.3,14.5,45.0,15.0,1.6,4429.9,Snow,storm
2025-01-12 02:00:00,7.3,84.2,45.0,32.1,-0.7,4429.9,Clear,normal
2025-01-12 03:00:00,9.3,27.3,45.0,28.7,-0.6,4429.9,Cloudy,normal
2025-01-12 04:00:00,15.9,0.0,45.0,17.1,-1.6,4429.9,Clear,normal
2025-01-12 05:00:00,10.8,3.4,45.0,15.0,-2.1,4421.1,Snow,storm
2025-01-12 06:00:00,23.7,5.2,45.0,15.0,-3.9,4415.3,Clear,storm
2025-01-12 07:00:00,16.7,2.4,45.0,15.0,-1.8,4406.4,Cloudy,storm
2025-01-12 08:00:00,13.5,0.0,45.6,15.0,-2.7,4395.6,Snow,storm
2025-01-12 09:00:00,18.6,0.0,45.0,15.0,2.1,4386.5,Cloudy,storm
2025-01-12 10:00:00,17.7,1.6,45.0,15.0,1.1,4377.6,Snow,storm
2025-01-12 11:00:00,12.8,8.7,45.0,15.0,-1.2,4369.5,Snow,storm
2025-01-12 12:00:00,21.6,0.2,48.9,15.0,-3.4,4360.2,Cloudy,storm
2025-01-12 13:00:00,26.5,0.0,53.5,15.0,-3.9,4350.9,Cloudy,storm
2025-01-12 14:00:00,25.0,0.3,52.0,15.0,1.6,4341.8,Cloudy,storm
2025-01-12 15:00:00,25.9,120.0,46.6,51.5,0.0,4341.8,Storm,peak_solar
2025-01-12 16:00:00,14.6,14.8,45.0,45.3,0.8,4341.8,Snow,normal
2025-01-12 17:00:00,26.9,7.9,50.7,38.9,-3.8,4341.8,Clear,normal
2025-01-12 18:00:00,20.0,0.0,45.0,28.9,2.3,4341.8,Clear,normal
2025-01-12 19:00:00,9.5,0.4,45.0,15.0,1.4,4341.7,Snow,storm
2025-01-12 20:00:00,10.3,0.0,52.8,15.0,-2.0,4327.9,Cloudy,storm
2025-01-12 21:00:00,9.5,0.0,45.0,15.0,-0.6,4316.1,Cloudy,storm
2025-01-12 22:00:00,6.8,12.7,45.0,15.0,0.9,4307.3,Cloudy,storm
2025-01-12 23:00:00,3.3,8.0,45.0,15.0,0.2,4296.1,Cloudy,storm
2025-01-13 00:00:00,0.0,0.1,45.0,15.0,-0.9,4281.7,Snow,storm
2025-01-13 01:00:00,1.6,2.4,45.0,15.0,-0.8,4268.3,Snow,storm
2025-01-13 02:00:00,7.9,4.6,45.0,15.0,-1.6,4257.4,Clear,storm
2025-01-13 03:00:00,8.2,0.1,45.0,15.0,-1.1,4245.3,Cloudy,storm
2025-01-13 04:00:00,10.7,17.6,45.0,15.0,1.5,4239.3,Cloudy,storm
2025-01-13 05:00:00,20.4,7.6,45.0,15.0,-7.7,4233.3,Clear,storm
2025-01-13 06:00:00,23.2,0.5,45.0,15.0,-2.8,4225.8,Clear,storm
2025-01-13 07:00:00,12.3,0.0,45.0,15.0,-2.1,4214.9,Snow,storm
2025-01-13 08:00:00,33.0,0.3,47.2,15.0,-1.9,4209.9,Clear,storm
